Date,Country,Confirmed_Cases,Deaths,Recovered,Active_Cases,Vaccinations
2020-07-15,France,475929,15539,447212,13178,45088926
2020-07-15,Russia,43639,13879,9289,20471,45938655
2020-07-15,Japan,394147,3272,378458,12417,1913711
2020-07-15,Canada,950954,18497,911300,21157,12007774
2020-07-15,Australia,953937,14630,904748,34559,45337878
2020-07-16,USA,885305,2697,870903,11705,49506166
2020-07-16,India,359226,11688,316948,30590,28721354
2020-07-16,Brazil,583591,8113,547598,27880,1532345
2020-07-16,UK,91934,4328,84856,2750,22784065
2020-07-16,Germany,290530,9883,248730,31917,8969323
2020-07-16,France,307545,9462,279025,19058,35700715
2020-07-16,Russia,121790,13478,78983,29329,32791153
2020-07-16,Japan,361782,18991,351265,-8474,31253934
2020-07-16,Canada,967284,2619,962464,2201,1055618
2020-07-16,Australia,441241,9749,412884,18608,41547625
2020-07-17,USA,277427,15223,246438,15766,40619629
2020-07-17,India,535080,17189,501400,16491,23982863
2020-07-17,Brazil,256195,7514,231218,17463,27395659
2020-07-17,UK,454119,12378,443295,-1554,29625381
2020-07-17,Germany,659571,14644,633605,11322,3756086
2020-07-17,France,667372,12542,647400,7430,3434269
2020-07-17,Russia,424319,5923,396838,21558,23693036
2020-07-17,Japan,17147,7728,10169,-750,1528384
2020-07-17,Canada,199098,16680,177100,5318,20944876
2020-07-17,Australia,955019,2658,941912,10449,5213172
2020-07-18,USA,285028,2328,241538,41162,43930510
2020-07-18,India,579256,12485,547530,19241,4708151
2020-07-18,Brazil,947730,19351,942834,-14455,46052664
2020-07-18,UK,417465,10738,408945,-2218,400964
2020-07-18,Germany,682969,17769,641804,23396,42425361
2020-07-18,France,555254,9403,551634,-5783,2627925
2020-07-18,Russia,333138,13705,299153,20280,10703328
2020-07-18,Japan,480332,9189,463523,7620,12274890
2020-07-18,Canada,921349,9635,889002,22712,21002779
2020-07-18,Australia,467822,18123,449851,-152,3324959
2020-07-19,USA,429009,3422,388359,37228,3173410
2020-07-19,India,253786,15573,246072,-7859,40248166
2020-07-19,Brazil,289681,4514,277100,8067,39272998
2020-07-19,UK,543099,13608,509149,20342,37843859
2020-07-19,Germany,530453,19698,497864,12891,11457160
2020-07-19,France,447326,16924,428798,1604,20872716
2020-07-19,Russia,572732,19780,568309,-15357,22220902
2020-07-19,Japan,626714,7136,597325,22253,23899776
2020-07-19,Canada,193236,17340,155840,20056,29754791
2020-07-19,Australia,544285,16981,529461,-2157,23511151
2020-07-20,USA,940688,4499,894000,42189,40724822
2020-07-20,India,783603,16819,780144,-13360,49365706
2020-07-20,Brazil,697386,2157,656065,39164,28952371
2020-07-20,UK,300931,12531,264411,23989,35001523
2020-07-20,Germany,703526,8761,692743,2022,11145536
2020-07-20,France,76902,5045,29536,42321,3760012
2020-07-20,Russia,45689,16986,17278,11425,44473513
2020-07-20,Japan,693982,19386,691728,-17132,42299692
2020-07-20,Canada,267011,4973,219492,42546,3371514
2020-07-20,Australia,964700,4824,927599,32277,35862247
2020-07-21,USA,390738,11460,362761,16517,11002639
2020-07-21,India,427414,10471,377545,39398,41636994
2020-07-21,Brazil,641205,10691,597276,33238,39931129
2020-07-21,UK,429800,15749,382168,31883,32185037
2020-07-21,Germany,401303,11146,392428,-2271,39330001
2020-07-21,France,819679,9586,809774,319,27210179
2020-07-21,Russia,977073,11568,973236,-7731,26631764
2020-07-21,Japan,615958,11720,614803,-10565,2148471
2020-07-21,Canada,357866,6100,345343,6423,49353829
2020-07-21,Australia,323182,10874,316012,-3704,46312391
2020-07-22,USA,40124,1890,19247,18987,24038036
2020-07-22,India,638859,15300,589598,33961,24560482
2020-07-22,Brazil,895722,19655,870057,6010,29843722
2020-07-22,UK,742809,12939,694285,35585,10568987
2020-07-22,Germany,814967,13503,807140,-5676,32278032
2020-07-22,France,646605,8177,619103,19325,35189061
2020-07-22,Russia,907308,1072,896477,9759,7181860
2020-07-22,Japan,379441,16518,353834,9089,34639312
2020-07-22,Canada,803740,11372,765605,26763,7656568
2020-07-22,Australia,13306,3661,-1297,10942,12739046
2020-07-23,USA,17519,834,-8926,25611,21169366
2020-07-23,India,686225,3784,648218,34223,10842799
2020-07-23,Brazil,443899,17754,395429,30716,1179063
2020-07-23,UK,643404,18108,601422,23874,46710102
2020-07-23,Germany,399779,8760,362420,28599,36121932
2020-07-23,France,894594,9263,875968,9363,1376308
2020-07-23,Russia,297691,4822,273227,19642,24374472
2020-07-23,Japan,600507,9694,577320,13493,3065650
2020-07-23,Canada,164041,13673,143338,7030,33865300
2020-07-23,Australia,29050,15940,15299,-2189,18454671
2020-07-24,USA,530652,4818,482132,43702,28666583
2020-07-24,India,961232,15550,918269,27413,23560766
2020-07-24,Brazil,444765,14611,424438,5716,20760674
2020-07-24,UK,154513,6188,118027,30298,11660836
2020-07-24,Germany,29180,11612,7125,10443,1865645
2020-07-24,France,826772,3059,784247,39466,27059109
2020-07-24,Russia,257618,3595,254790,-767,22761573
2020-07-24,Japan,728340,13960,695330,19050,34336211
2020-07-24,Canada,954067,4978,912342,36747,3132028
2020-07-24,Australia,21037,8214,-17260,30083,2391495
2020-07-25,USA,512893,10881,478712,23300,29659964
2020-07-25,India,528947,10625,510649,7673,32796310
2020-07-25,Brazil,172070,17750,133192,21128,19572331
2020-07-25,UK,53961,13994,17611,22356,47139925
2020-07-25,Germany,50956,9801,5842,35313,17631613
2020-07-25,France,602357,4316,579625,18416,30759665
2020-07-25,Russia,958335,1143,910727,46465,14311543
2020-07-25,Japan,224730,4581,214344,5805,33073501
2020-07-25,Canada,161698,9153,118866,33679,11607786
2020-07-25,Australia,604152,5384,570458,28310,49544396
2020-07-26,USA,66793,1876,25192,39725,886980
2020-07-26,India,250421,7851,239899,2671,21242513
2020-07-26,Brazil,924669,15473,912241,-3045,28513010
2020-07-26,UK,326145,19250,294144,12751,47794012
2020-07-26,Germany,682702,12561,670140,1,29538243
2020-07-26,France,580803,16539,556611,7653,15373474
2020-07-26,Russia,768866,1550,763371,3945,13032569
2020-07-26,Japan,834192,6533,796889,30770,10888658
2020-07-26,Canada,47888,8883,19619,19386,21099359
2020-07-26,Australia,394539,12866,377546,4127,3040306
2020-07-27,USA,516341,16453,512484,-12596,3717170
2020-07-27,India,47463,9654,35064,2745,17691587
2020-07-27,Brazil,540260,7846,536324,-3910,1792263
2020-07-27,UK,243410,9583,217707,16120,46709910
2020-07-27,Germany,453971,10611,429802,13558,24739632
2020-07-27,France,465442,14397,420930,30115,31753620
2020-07-27,Russia,310860,14301,288965,7594,20735129
2020-07-27,Japan,496396,2979,463536,29881,30986119
2020-07-27,Canada,839383,13919,832170,-6706,36242796
2020-07-27,Australia,49826,19067,30335,424,45152476
2020-07-28,USA,494852,11180,490437,-6765,23185239
2020-07-28,India,450341,12468,428093,9780,39789486
2020-07-28,Brazil,281800,14184,269659,-2043,33052010
2020-07-28,UK,715297,17226,689797,8274,41646643
2020-07-28,Germany,723921,7275,678374,38272,9313870
2020-07-28,France,151779,9947,141329,503,26250448
2020-07-28,Russia,596658,2695,588609,5354,4337808
2020-07-28,Japan,426309,1316,379108,45885,26848334
2020-07-28,Canada,34558,16116,-8387,26829,17441895
2020-07-28,Australia,699561,5227,682874,11460,35856137
2020-07-29,USA,141422,13821,121749,5852,49130331
2020-07-29,India,178247,9603,139258,29386,17040781
2020-07-29,Brazil,460136,2166,434462,23508,36646874
2020-07-29,UK,55105,12753,53109,-10757,33163512
2020-07-29,Germany,728319,17012,716083,-4776,46907317
2020-07-29,France,989282,6506,964832,17944,18742172
2020-07-29,Russia,868461,19777,850743,-2059,36145869
2020-07-29,Japan,137505,17571,113661,6273,15062486
2020-07-29,Canada,351899,1654,341697,8548,8852840
2020-07-29,Australia,645692,9015,631980,4697,25967507
2020-07-30,USA,336733,6858,295974,33901,23144325
2020-07-30,India,36159,19138,7210,9811,40852610
2020-07-30,Brazil,882194,11465,875649,-4920,1979266
2020-07-30,UK,5509,2287,-22312,25534,22464228
2020-07-30,Germany,156637,4072,148284,4281,33056161
2020-07-30,France,174902,14763,169556,-9417,18353857
2020-07-30,Russia,298257,19633,252324,26300,38671797
2020-07-30,Japan,399530,15591,378368,5571,26789410
2020-07-30,Canada,340369,4042,294618,41709,49909909
2020-07-30,Australia,750020,15561,716534,17925,39944188
2020-07-31,USA,429118,6143,414441,8534,38599276
2020-07-31,India,446570,4884,442020,-334,26400427
2020-07-31,Brazil,584578,8721,547332,28525,25541909
2020-07-31,UK,240131,7099,211256,21776,30385131
2020-07-31,Germany,84187,19980,44756,19451,25505086
2020-07-31,France,36084,11063,11070,13951,28539820
2020-07-31,Russia,153127,131,150642,2354,2888702
2020-07-31,Japan,425070,9554,400815,14701,32824338
2020-07-31,Canada,461005,14682,424693,21630,38763680
2020-07-31,Australia,828902,1897,814738,12267,38107806
2020-08-01,USA,773502,3938,742798,26766,1207739
2020-08-01,India,957846,2473,917847,37526,27717300
2020-08-01,Brazil,219307,12837,184924,21546,18735404
2020-08-01,UK,475445,17281,462987,-4823,39177764
2020-08-01,Germany,307188,11091,266989,29108,31808857
2020-08-01,France,992528,16593,988412,-12477,46502828
2020-08-01,Russia,894270,18961,850815,24494,41548942
2020-08-01,Japan,31183,538,2216,28429,33449179
2020-08-01,Canada,521114,4329,491372,25413,8750589
2020-08-01,Australia,936302,7545,912355,16402,17645229
2020-08-02,USA,954861,4454,909440,40967,35915838
2020-08-02,India,472834,17669,446669,8496,11201639
2020-08-02,Brazil,409967,16631,390002,3334,15221648
2020-08-02,UK,110380,7575,70793,32012,15073828
2020-08-02,Germany,528825,6637,509927,12261,28933523
2020-08-02,France,285125,8520,279682,-3077,11148413
2020-08-02,Russia,754905,2941,706526,45438,29015328
2020-08-02,Japan,495356,4968,453869,36519,31690402
2020-08-02,Canada,806656,15622,799122,-8088,5792747
2020-08-02,Australia,581058,5147,541073,34838,30461376
2020-08-03,USA,42917,6596,11147,25174,9309422
2020-08-03,India,147549,4219,134884,8446,16982438
2020-08-03,Brazil,777890,8297,734747,34846,40962259
2020-08-03,UK,488525,12044,463775,12706,35672463
2020-08-03,Germany,858167,12123,840839,5205,24195629
2020-08-03,France,345224,2414,321473,21337,38774326
2020-08-03,Russia,622053,5161,581372,35520,28856313
2020-08-03,Japan,866547,12188,854617,-258,38408112
2020-08-03,Canada,317190,13960,271765,31465,5525603
2020-08-03,Australia,422207,2716,417511,1980,20500782
2020-08-04,USA,750574,18879,716209,15486,20290503
2020-08-04,India,988766,1512,958418,28836,32750232
2020-08-04,Brazil,922523,12655,885495,24373,36716021
2020-08-04,UK,263849,2301,261151,397,33269921
2020-08-04,Germany,744947,19022,705862,20063,38640946
2020-08-04,France,282818,5241,248710,28867,13534882
2020-08-04,Russia,858626,3573,810027,45026,37165924
2020-08-04,Japan,476270,6407,463312,6551,33142910
2020-08-04,Canada,790403,9362,765921,15120,49674703
2020-08-04,Australia,805981,16236,764292,25453,1451100
2020-08-05,USA,451512,606,431897,19009,49492923
2020-08-05,India,319988,8690,283027,28271,48425863
2020-08-05,Brazil,532651,18835,498627,15189,28923193
2020-08-05,UK,782521,10724,762103,9694,25403546
2020-08-05,Germany,796675,6573,757357,32745,19742284
2020-08-05,France,153722,19110,126266,8346,5187908
2020-08-05,Russia,755398,19366,707118,28914,34201915
2020-08-05,Japan,488738,9274,440966,38498,20739669
2020-08-05,Canada,387247,16639,385083,-14475,24295134
2020-08-05,Australia,141668,1097,107027,33544,20320764
2020-08-06,USA,398516,14327,355506,28683,19851579
2020-08-06,India,581673,7981,558552,15140,30905856
2020-08-06,Brazil,250081,19810,225383,4888,38908329
2020-08-06,UK,574876,15996,535306,23574,40719417
2020-08-06,Germany,966539,14856,927976,23707,5963519
2020-08-06,France,748112,626,708385,39101,28032918
2020-08-06,Russia,255533,18568,250276,-13311,25276119
2020-08-06,Japan,507258,14597,465554,27107,47581326
2020-08-06,Canada,214964,5378,206935,2651,12634844
2020-08-06,Australia,788562,6215,772233,10114,1354690
2020-08-07,USA,82879,5701,47626,29552,18019542
2020-08-07,India,760856,8840,719911,32105,20298061
2020-08-07,Brazil,392436,6986,360046,25404,42399628
2020-08-07,UK,789234,139,740693,48402,3287453
2020-08-07,Germany,812051,2617,771079,38355,30610237
2020-08-07,France,609720,13633,608127,-12040,44702175
2020-08-07,Russia,35289,6822,21578,6889,17459902
2020-08-07,Japan,488810,18853,480793,-10836,5892922
2020-08-07,Canada,71732,18188,36115,17429,47970566
2020-08-07,Australia,706800,14922,657056,34822,37721498
2020-08-08,USA,874926,2543,855612,16771,34050108
2020-08-08,India,949640,9944,909486,30210,12461221
2020-08-08,Brazil,786553,12432,767348,6773,10951797
2020-08-08,UK,867206,544,865302,1360,36544556
2020-08-08,Germany,585405,6716,540416,38273,26050762
2020-08-08,France,685748,11894,642480,31374,10039460
2020-08-08,Russia,615340,18932,570604,25804,15193340
2020-08-08,Japan,696536,8476,666519,21541,26136506
2020-08-08,Canada,585097,12242,555386,17469,8752338
2020-08-08,Australia,707112,11891,698842,-3621,14486670
2020-08-09,USA,438128,12934,410146,15048,13521797
2020-08-09,India,466768,13150,462659,-9041,28607036
2020-08-09,Brazil,115792,18839,95260,1693,41459920
2020-08-09,UK,790647,6901,747394,36352,26156633
2020-08-09,Germany,474036,8846,435110,30080,47533732
2020-08-09,France,657429,18941,652241,-13753,36508195
2020-08-09,Russia,27762,18411,-135,9486,10598661
2020-08-09,Japan,719705,18721,673099,27885,25896747
2020-08-09,Canada,329307,636,320128,8543,23356450
2020-08-09,Australia,766049,7716,728281,30052,14480520
2020-08-10,USA,905791,6798,875550,23443,44235715
2020-08-10,India,454089,11663,449893,-7467,5975131
2020-08-10,Brazil,677920,2826,652639,22455,37211722
2020-08-10,UK,321800,10929,288479,22392,19918064
2020-08-10,Germany,137354,10836,131638,-5120,20479184
2020-08-10,France,306298,13486,288479,4333,25186587
2020-08-10,Russia,121541,5391,116677,-527,33767518
2020-08-10,Japan,414134,15547,407494,-8907,11311073
2020-08-10,Canada,847313,8759,815330,23224,45763693
2020-08-10,Australia,607661,19716,590016,-2071,38097828
2020-08-11,USA,521108,17792,486829,16487,7663457
2020-08-11,India,724269,4294,678338,41637,6496390
2020-08-11,Brazil,952534,5679,948446,-1591,21483689
2020-08-11,UK,874570,13380,841151,20039,26501328
2020-08-11,Germany,676549,12491,630905,33153,24939837
2020-08-11,France,883002,19266,874085,-10349,28683469
2020-08-11,Russia,911877,6349,900025,5503,24020400
2020-08-11,Japan,98164,11478,74227,12459,21870223
2020-08-11,Canada,174888,19597,152763,2528,23321562
2020-08-11,Australia,331296,18932,303097,9267,38852136
2020-08-12,USA,719409,15612,700362,3435,19902535
2020-08-12,India,471695,10451,429128,32116,32755141
2020-08-12,Brazil,118910,6287,71975,40648,28726286
2020-08-12,UK,716658,18878,687770,10010,16804870
2020-08-12,Germany,52663,1146,32854,18663,18709257
2020-08-12,France,64875,6006,21317,37552,16408124
2020-08-12,Russia,642110,5296,614695,22119,37864710
2020-08-12,Japan,239949,15794,221229,2926,25827595
2020-08-12,Canada,816775,219,795491,21065,6862248
2020-08-12,Australia,369697,14432,333191,22074,31433706
2020-08-13,USA,327926,18294,280523,29109,29712583
2020-08-13,India,600447,4573,567801,28073,17392694
2020-08-13,Brazil,58484,7888,57460,-6864,24734916
2020-08-13,UK,625766,11500,613423,843,16568852
2020-08-13,Germany,205060,3249,183799,18012,32151592
2020-08-13,France,829071,11465,826935,-9329,18111307
2020-08-13,Russia,364853,13099,341233,10521,23244143
2020-08-13,Japan,227674,11142,181336,35196,21760952
2020-08-13,Canada,342341,16155,304416,21770,2053428
2020-08-13,Australia,321530,12263,313688,-4421,32756307
2020-08-14,USA,298621,9711,265376,23534,43896395
2020-08-14,India,822359,14387,776915,31057,16680874
2020-08-14,Brazil,939194,15739,937530,-14075,45430403
2020-08-14,UK,760151,3874,721025,35252,45318585
2020-08-14,Germany,956272,12254,923978,20040,18152204
2020-08-14,France,460029,9875,454078,-3924,15789974
2020-08-14,Russia,531532,16042,506449,9041,44717495
2020-08-14,Japan,35137,784,16320,18033,14561424
2020-08-14,Canada,195104,10530,150400,34174,23843336
2020-08-14,Australia,711797,7016,692158,12623,24941524
2020-08-15,USA,882907,12954,839540,30413,44458565
2020-08-15,India,178479,10721,153938,13820,26055765
2020-08-15,Brazil,207088,16396,184465,6227,31926545
2020-08-15,UK,46789,12429,28227,6133,34075536
2020-08-15,Germany,158407,4951,129530,23926,20074624
2020-08-15,France,654148,16163,607287,30698,1891975
2020-08-15,Russia,820100,3061,815096,1943,32650322
2020-08-15,Japan,64750,2505,54117,8128,9302518
2020-08-15,Canada,621553,14089,612124,-4660,28600423
2020-08-15,Australia,833005,1406,823348,8251,10812194
2020-08-16,USA,768096,16882,753151,-1937,15001872
2020-08-16,India,59785,13614,41704,4467,41892226
2020-08-16,Brazil,258587,1520,250179,6888,39790491
2020-08-16,UK,759910,3018,714869,42023,4059055
2020-08-16,Germany,6721,1058,-28019,33682,41991452
2020-08-16,France,783731,15961,751306,16464,23056707
2020-08-16,Russia,285715,17890,240586,27239,35953577
2020-08-16,Japan,885480,4486,851733,29261,31599274
2020-08-16,Canada,11342,7392,-15706,19656,16237071
2020-08-16,Australia,741140,8008,693044,40088,16342157
2020-08-17,USA,681108,5456,666116,9536,7957266
2020-08-17,India,895302,4930,882714,7658,19657701
2020-08-17,Brazil,411779,4916,375518,31345,33306788
2020-08-17,UK,216490,19398,167265,29827,29591993
2020-08-17,Germany,114414,8322,111354,-5262,25691380
2020-08-17,France,632566,13636,603520,15410,25458486
2020-08-17,Russia,745152,10512,719275,15365,28645548
2020-08-17,Japan,210037,4537,188788,16712,22325983
2020-08-17,Canada,125064,15166,85508,24390,17726754
2020-08-17,Australia,107730,16017,64390,27323,34439042
2020-08-18,USA,922701,15704,903361,3636,46633651
2020-08-18,India,886368,19121,867651,-404,41332182
2020-08-18,Brazil,942464,17015,897001,28448,22642192
2020-08-18,UK,122631,7857,94813,19961,40541284
2020-08-18,Germany,752802,17602,731386,3814,38005717
2020-08-18,France,648896,17865,638123,-7092,23463365
2020-08-18,Russia,264046,13705,216933,33408,35602449
2020-08-18,Japan,295752,14996,294667,-13911,10187904
2020-08-18,Canada,328370,4384,288616,35370,7843285
2020-08-18,Australia,768011,16063,729791,22157,45566273
2020-08-19,USA,496151,9911,475889,10351,29622128
2020-08-19,India,661993,4351,618858,38784,32020399
2020-08-19,Brazil,435133,4325,411136,19672,27039179
2020-08-19,UK,439220,1590,402654,34976,17383733
2020-08-19,Germany,603024,18621,586754,-2351,684644
2020-08-19,France,406510,2193,400971,3346,2895402
2020-08-19,Russia,200652,13004,166100,21548,23774277
2020-08-19,Japan,538936,9830,533325,-4219,28887333
2020-08-19,Canada,607328,1524,593829,11975,10685131
2020-08-19,Australia,439860,16899,434586,-11625,13824149
2020-08-20,USA,178467,6336,134560,37571,17501958
2020-08-20,India,840518,5739,822857,11922,13130291
2020-08-20,Brazil,91376,11012,43951,36413,47881506
2020-08-20,UK,574432,8070,571670,-5308,18264766
2020-08-20,Germany,886126,12512,868629,4985,40717892
2020-08-20,France,972433,2631,965349,4453,17318768
2020-08-20,Russia,789625,6322,746347,36956,15000212
2020-08-20,Japan,958097,13083,941706,3308,25296085
2020-08-20,Canada,483182,5084,474167,3931,35557260
2020-08-20,Australia,997176,12724,969048,15404,35486828
2020-08-21,USA,402396,14134,370280,17982,22581298
2020-08-21,India,22692,19489,-26974,30177,14776292
2020-08-21,Brazil,477958,11711,451679,14568,14933670
2020-08-21,UK,936372,9895,891084,35393,1805506
2020-08-21,Germany,332069,7858,330692,-6481,44871606
2020-08-21,France,440181,851,393398,45932,38827622
2020-08-21,Russia,390851,10394,350426,30031,8193903
2020-08-21,Japan,123498,17431,75188,30879,40549264
2020-08-21,Canada,234790,6025,230095,-1330,31409094
2020-08-21,Australia,452862,9666,414188,29008,37162320
2020-08-22,USA,763721,3756,736934,23031,45858736
2020-08-22,India,830715,8714,791999,30002,42717317
2020-08-22,Brazil,17360,4015,13055,290,7735512
2020-08-22,UK,993730,14039,965656,14035,17399682
2020-08-22,Germany,774554,6273,745218,23063,24094863
2020-08-22,France,803460,12035,758654,32771,4894591
2020-08-22,Russia,653245,8248,644892,105,15733424
2020-08-22,Japan,289924,10401,240916,38607,11642357
2020-08-22,Canada,202526,2693,177007,22826,30531326
2020-08-22,Australia,886763,14172,851498,21093,38987747
2020-08-23,USA,308368,8724,264816,34828,8110202
2020-08-23,India,59934,2424,26690,30820,43563896
2020-08-23,Brazil,162156,13289,137131,11736,25264091
2020-08-23,UK,746183,17541,712353,16289,37439430
2020-08-23,Germany,234450,4202,215258,14990,49618659
2020-08-23,France,985398,5402,948250,31746,3570950
2020-08-23,Russia,447997,226,438682,9089,40750785
2020-08-23,Japan,650724,16021,635078,-375,21805384
2020-08-23,Canada,601635,872,583676,17087,40050023
2020-08-23,Australia,59625,6003,52399,1223,21283580
2020-08-24,USA,632996,17683,607529,7784,33827903
2020-08-24,India,574176,16071,541498,16607,40433699
2020-08-24,Brazil,757030,4640,753424,-1034,9453551
2020-08-24,UK,733810,19766,685343,28701,23010527
2020-08-24,Germany,409784,6771,400945,2068,691153
2020-08-24,France,641532,15490,615917,10125,17286387
2020-08-24,Russia,850246,15680,806217,28349,18165360
2020-08-24,Japan,200833,16048,175811,8974,29831916
2020-08-24,Canada,784157,2800,739158,42199,17316917
2020-08-24,Australia,621812,10728,577266,33818,26655139
2020-08-25,USA,132682,444,93278,38960,16704539
2020-08-25,India,217982,8013,211531,-1562,19056004
2020-08-25,Brazil,699727,2108,653405,44214,32320280
2020-08-25,UK,680935,1253,658916,20766,18903081
2020-08-25,Germany,135588,8130,131479,-4021,34244850
2020-08-25,France,213256,1151,203258,8847,40421843
2020-08-25,Russia,694880,19263,686043,-10426,40167550
2020-08-25,Japan,309304,19050,267302,22952,33259949
2020-08-25,Canada,683288,10059,658367,14862,27799900
2020-08-25,Australia,455631,19814,452342,-16525,18977342
2020-08-26,USA,381504,12995,342524,25985,32088576
2020-08-26,India,837459,19545,812194,5720,36440096
2020-08-26,Brazil,539721,10318,510485,18918,33941467
2020-08-26,UK,720077,10670,711549,-2142,23129255
2020-08-26,Germany,134098,5108,103482,25508,10151310
2020-08-26,France,557937,6738,537129,14070,43788606
2020-08-26,Russia,165778,6139,117694,41945,48045429
2020-08-26,Japan,453739,6609,405101,42029,6379580
2020-08-26,Canada,697231,12349,661569,23313,41513898
2020-08-26,Australia,897647,19626,882704,-4683,22212787
2020-08-27,USA,449698,19560,402050,28088,959417
2020-08-27,India,774308,1800,727769,44739,2460939
2020-08-27,Brazil,813324,6261,763618,43445,41160117
2020-08-27,UK,928234,4567,925590,-1923,38655990
2020-08-27,Germany,57717,13899,31090,12728,22607286
2020-08-27,France,347050,11094,319135,16821,45444089
2020-08-27,Russia,928518,3236,880685,44597,34311724
2020-08-27,Japan,972681,16239,934456,21986,20102441
2020-08-27,Canada,231572,19202,200250,12120,29547926
2020-08-27,Australia,926960,19116,908775,-931,22169001
2020-08-28,USA,272018,701,248849,22468,12535341
2020-08-28,India,528435,18268,524099,-13932,7162456
2020-08-28,Brazil,941882,17595,926066,-1779,45769305
2020-08-28,UK,106510,3617,96503,6390,18145660
2020-08-28,Germany,244246,9419,239475,-4648,8366866
2020-08-28,France,868505,15455,858300,-5250,23816596
2020-08-28,Russia,837023,16207,803378,17438,15861225
2020-08-28,Japan,591285,849,573707,16729,7101779
2020-08-28,Canada,424988,3186,404214,17588,47129003
2020-08-28,Australia,46915,7424,-2056,41547,27161450
2020-08-29,USA,554463,4479,528141,21843,10618968
2020-08-29,India,386093,19110,342008,24975,4433902
2020-08-29,Brazil,216199,14794,173696,27709,41310766
2020-08-29,UK,581225,4174,547312,29739,19110985
2020-08-29,Germany,800553,4267,750625,45661,2484326
2020-08-29,France,266065,18452,254420,-6807,9151945
2020-08-29,Russia,278058,17174,270541,-9657,49677069
2020-08-29,Japan,381525,8118,344627,28780,42852344
2020-08-29,Canada,25029,11827,18108,-4906,40286821
2020-08-29,Australia,295386,7762,281599,6025,38806927
2020-08-30,USA,457849,12196,420248,25405,14359231
2020-08-30,India,382263,5200,379290,-2227,32600259
2020-08-30,Brazil,259151,5145,243857,10149,45727266
2020-08-30,UK,692279,4370,666471,21438,36652837
2020-08-30,Germany,784738,12980,766282,5476,39482935
2020-08-30,France,989705,3220,945371,41114,641483
2020-08-30,Russia,456647,10994,415603,30050,42428169
2020-08-30,Japan,818724,8499,799316,10909,3117309
2020-08-30,Canada,293992,10012,280353,3627,43419958
2020-08-30,Australia,241655,1387,218274,21994,1702605
2020-08-31,USA,804139,3735,766669,33735,8818625
2020-08-31,India,100539,8031,88739,3769,2884675
2020-08-31,Brazil,420761,4611,407837,8313,36190247
2020-08-31,UK,781530,12370,777225,-8065,36371759
2020-08-31,Germany,849417,9352,804304,35761,19976081
2020-08-31,France,990823,5584,942154,43085,13540091
2020-08-31,Russia,209477,5490,174505,29482,44235878
2020-08-31,Japan,409204,18216,396641,-5653,18277619
2020-08-31,Canada,851366,3496,837008,10862,13417222
2020-08-31,Australia,945100,11802,910165,23133,7229647
2020-09-01,USA,969284,11588,919319,38377,6568018
2020-09-01,India,157536,10545,141346,5645,22437168
2020-09-01,Brazil,580154,12976,546250,20928,11747713
2020-09-01,UK,734186,11141,728362,-5317,49486794
2020-09-01,Germany,458749,4237,455225,-713,28672174
2020-09-01,France,294838,18297,252326,24215,18131153
2020-09-01,Russia,565773,16698,538579,10496,5977468
2020-09-01,Japan,826758,8465,804855,13438,16071937
2020-09-01,Canada,211907,19114,162121,30672,4784097
2020-09-01,Australia,878329,5350,833794,39185,38730391
2020-09-02,USA,735358,1242,694777,39339,39787705
2020-09-02,India,868955,9535,834251,25169,820488
2020-09-02,Brazil,675182,14132,631251,29799,29079303
2020-09-02,UK,370731,2135,341637,26959,10399137
2020-09-02,Germany,553932,1815,504306,47811,9676018
2020-09-02,France,273212,481,260586,12145,9423807
2020-09-02,Russia,716769,15940,686963,13866,37365442
2020-09-02,Japan,561708,4787,553369,3552,17086517
2020-09-02,Canada,931553,11401,911748,8404,14230675
2020-09-02,Australia,66797,12797,34520,19480,12981317
2020-09-03,USA,122360,2779,78639,40942,5925137
2020-09-03,India,498580,6641,472836,19103,43007948
2020-09-03,Brazil,998445,7403,990310,732,44837336
2020-09-03,UK,312592,9830,273824,28938,45224489
2020-09-03,Germany,257724,14892,217062,25770,33984621
2020-09-03,France,692395,7011,671267,14117,36667246
2020-09-03,Russia,642712,1761,628334,12617,37099355
2020-09-03,Japan,786943,12691,779129,-4877,39092529
2020-09-03,Canada,561661,3640,526655,31366,44869183
2020-09-03,Australia,732564,16142,683408,33014,4028368
2020-09-04,USA,684881,1505,678387,4989,1494263
2020-09-04,India,762744,18706,742430,1608,19423226
2020-09-04,Brazil,236511,4937,213990,17584,6528419
2020-09-04,UK,273006,10223,260077,2706,29292431
2020-09-04,Germany,264712,18287,230883,15542,30027893
2020-09-04,France,283708,14641,243402,25665,13683504
2020-09-04,Russia,405067,11755,373101,20211,23725383
2020-09-04,Japan,523652,4622,520249,-1219,30709785
2020-09-04,Canada,786904,5937,759490,21477,2475734
2020-09-04,Australia,620492,2760,579101,38631,24198343
2020-09-05,USA,562277,9167,531608,21502,44461437
2020-09-05,India,149329,6845,117738,24746,28162049
2020-09-05,Brazil,669393,12752,649229,7412,6647012
2020-09-05,UK,295873,10851,265053,19969,23281106
2020-09-05,Germany,734552,295,704181,30076,37260323
2020-09-05,France,180866,9266,176094,-4494,38858292
2020-09-05,Russia,610927,5211,563284,42432,26349942
2020-09-05,Japan,42532,10862,18423,13247,35526632
2020-09-05,Canada,533341,18046,487081,28214,21779011
